src,tgt
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Au]c1c(F)c(F)c(F)c(F)c1F,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)C1[Au]c1c(F)c(F)c(F)c(F)c1F
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Au](C)(C(F)(F)F)C(F)(F)F,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)C1[Au](C)(C(F)(F)F)C(F)(F)F
O=[Bi]O[Bi]=O,O=[Bi+]
N#C[Zn]C#N,N#C[Zn]
CC(C)(C)[P+]1(C(C)(C)C)N=C2C=CC=C3N[P+](C(C)(C)C)(C(C)(C)C)[NiH-2]1N32,CC(C)(C)[P]1(C(C)(C)C)N=C2C=CC=C3N[P](C(C)(C)C)(C(C)(C)C)[NiH]1N32
O=C1CC[Ni-2]2(O1)[P+](C1CCCCC1)(C1CCCCC1)CC[P+]2(C1CCCCC1)C1CCCCC1,O=C1CC[Ni]2(O1)[P](C1CCCCC1)(C1CCCCC1)CC[P]2(C1CCCCC1)C1CCCCC1
c1cnc2c(c1)N1C(=[Os]3=C4Sc5ncccc5N4c4cccc1c43)S2,c1cnc2c(c1)N1c3cccc4c3[Os](C1S2)C1Sc2ncccc2N41
Cl[Cu]1=C2Sc3ncccc3N2c2cccc(c2)N2C=1Sc1ncccc12,Cl[Cu]1C2Sc3ncccc3N2c2cccc(c2)N2c3cccnc3SC21
c1ccc([P+](c2ccccc2)(c2ccccc2)[Pd-4]([P+](c2ccccc2)(c2ccccc2)c2ccccc2)([P+](c2ccccc2)(c2ccccc2)c2ccccc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd-4]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
CCC(CC)c1cccc(C(CC)CC)c1-n1ccn(-c2c(C(CC)CC)cccc2C(CC)CC)c1=[Pd](Cl)(Cl)c1ncccc1Cl,CCC(CC)c1cccc(C(CC)CC)c1-n1ccn(-c2c(C(CC)CC)cccc2C(CC)CC)c1=[Pd-3](Cl)(Cl)c1ncccc1Cl
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Pd]([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1
[Pd]~C.[H][H],[C][PdH2]
CC(C)(C)[P+]([Pd-2][P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)[PH]([Pd-2][PH](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C
Cl[Pd-2](Cl)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,Cl[Pd](Cl)([PH](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[PH](C1CCCCC1)(C1CCCCC1)C1CCCCC1
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd-](Cl)(Cl)[n+]1cccc(Cl)c1,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd-3](Cl)(Cl)c1ncccc1Cl
Br[Pd-2](Br)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Br[Pd](Br)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Pd](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd](Cl)CC=Cc1ccccc1,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[Pd-2](Cl)CC=Cc1ccccc1
CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd-2](Cl)(Cl)[P+](c1ccccc1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd](Cl)(Cl)[P+](c1ccccc1)(C1CCCCC1)C1CCCCC1
O=C[RuH-3](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C[RuH](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru-](Cl)(Cl)(=C(F)F)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2[Ru](Cl)(Cl)(=C(F)F)[P](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru-](Cl)(Cl)(=Cc2ccccc2)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C-]2[Ru](Cl)(Cl)(=Cc2ccccc2)[PH](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1
Cl[Ru-2](Cl)(=C1C=C(c2ccccc2)c2ccccc21)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,Cl[Ru](Cl)(=C1C=C(c2ccccc2)c2ccccc21)([P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1
Cl[Ru-2](Cl)(=CC1CC(/C=C\c2ccccc2)CC1Cn1c2ccccc2c2ccccc21)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,Cl[Ru](Cl)(=CC1CC(/C=C\c2ccccc2)CC1Cn1c2ccccc2c2ccccc21)([P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1
Cl[Ru-2](Cl)(=C1C=C(c2ccccc2)c2ccccc21)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Ru](Cl)(=C1C=C(c2ccccc2)c2ccccc21)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1
CC(C)Oc1ccccc1C=[Ru-](Cl)(Cl)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1
Cl[Ru-3]1(Cl)([P+](c2ccccc2)(c2ccccc2)c2ccccc2)[P+](c2ccccc2)(c2ccccc2)CCCC[P+]1(c1ccccc1)c1ccccc1,Cl[Ru]1(Cl)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)CCCC[P]1(c1ccccc1)c1ccccc1
O=C1c2ccccc2C(=O)N1CC1CC(/C=C\c2ccccc2)CC1C=[Ru-2](Cl)(Cl)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,O=C1c2ccccc2C(=O)N1CC1CC(/C=C\c2ccccc2)CC1C=[Ru](Cl)(Cl)([P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2[Ru-](Cl)(Cl)(=C(Cl)Cl)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2[Ru](Cl)(Cl)(=C(Cl)Cl)[P](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1
Cc1ccccc1C1=CC(=[Ru-2](Cl)(Cl)([P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c2cccc(C)c21,Cc1ccccc1C1=CC(=[Ru](Cl)(Cl)([P](C2CCCCC2)(C2CCCCC2)C2CCCCC2)[P](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c2cccc(C)c21
I[Sm]I,I[Sm]
O=C(O[K])O[K],O=C([O-])[O-]~[K+]~[K+]
CC(C)(C)O[K],CC(C)(C)[O-]~[K+]
CC(C)CO[K],CCC(C)[O-]~[K+]
CCCCO[K],CCCC[O-]~[K+]
O=P(O[K])(O[K])O[K],O=P([O-])([O-])[O-]~[K+]~[K+]~[K+]
[K]I,[I-]~[K+]
F[K],[F-]~[K+]
O[K],[K+]~[OH-]
N#C[K],[C-]#N~[K+]
C[Si](C)(C)N([K])[Si](C)(C)C,C[Si](C)(C)[N-][Si](C)(C)C~[K+]
[K]Br,[Br-]~[K+]
O=S(=O)(O)O[K],O=S(=O)([O-])O~[K+]
O=S(OO)O[K],O=S([O-])OO~[K+]
[K]I,[I]~[K]
[K]I,[I-]~[K+]
[Li]C(C)(C)C,C[C-](C)C~[Li+]
[Li]C(C)CC,C[CH-]CC~[Li+]
[Li]CC(C)C,[CH2-]C(C)C~[Li+]
[Li]CCCC,[CH2-]CCC~[Li+]
[Li]O,[2H]O[Li]
[Li]O,[Li+]~[OH-]
[Li]N(CCC)CCC,CCC[N-]CCC~[Li+]
[Li]N([Si](C)(C)C)[Si](C)(C)C,C[Si](C)(C)[N-][Si](C)(C)C~[Li+]
[Li]N(C(C)C)C(C)C,CC(C)[N-]C(C)C~[Li+]
[Li]Cl,[Cl-]~[Li+]
[BH4-]~[Li+],[B+3]~[H-]~[H-]~[H-]~[H-]~[Li+]
[Li]C,[2H]C([2H])([2H])[Li]
[Li]C,[CH3-]~[Li+]
[Li]Br,[Br-]~[Li+]
CCCCCC.[Li]CCCC,CCCCCC~[CH2-]CCC~[Li+]
CCCCCC.[Li]CCCC,CCCCCC~[CH2]CCC~[Li]
O[Na],[2H][O-]~[Na+]
O[Na],[Na+]~[OH-]
[NaH],[24NaH]
[NaH],[7NaH]
[NaH],[H-]~[Na+]
[NaH],[Na][H]
O=C(O)O[Na],O=C([O-])O~[Na+]
[BH4-]~[Na+],[2H][B-]([2H])([2H])[2H]~[Na+]
[BH4-]~[Na+],[B+3]~[H-]~[H-]~[H-]~[H-]~[Na+]
O=C(O[Na])O[Na],O=C([O-])[O-]~[Na+]~[Na+]
CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+],CC(=O)OOC(C)=O~O=C(O)CB[Na]
[BH3-]C#N~[Na+],B~N#C[Na]
[BH3-]C#N~[Na+],BC#N~[H-]~[Na+]
CO[Na],[2H]C([2H])([2H])O[Na]
CO[Na],C[O-]~[Na+]
CC(=O)O[Na],CC(=O)[O-]~[Na+]
C1CCOC1.[NaH],C1CCOC1~[NaH]
C1CCOC1.[NaH],C1CCOC1~[H-]~[Na+]
CC(C)(C)O[Na],CC(C)(C)[O-]~[Na+]
CC(C)CO[Na],CC(C)C[O-]~[Na+]
CCC(C)O[Na],CCC(C)[O-]~[Na+]
CCCCO[Na],CCCC[O-]~[Na+]
[Na]I,[I]~[Na]
[Na]I,[I-]~[Na+]
O~[Na]Cl,O~[Cl-]~[Na+]
[N-]=[N+]=N[Na],[N-]=[N+]=[N-]~[Na+]
O=NO[Na],O=N[O-]~[Na+]
[Na]Cl,[Cl-]~[Na+]
O[Na],[Na+]~[OH-]
C[Si](C)(C)N([Na])[Si](C)(C)C,CN([Si-](C)C)[Si](C)(C)C~[Na+]
C[Si](C)(C)N([Na])[Si](C)(C)C,C[Si](C)(C)[N-][Si](C)(C)C~[Na+]
C[Si](C)(C)C#N,[C-]#[N+][Si](C)(C)C
O=[Si]=O,[O-2]~[O-2]~[Si+4]
O=[Si]=O,[O][Si][O]
CS(C)=O,C[S+](C)[O-]
CS(C)=O,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H]
CS(C)=O,[2H]C([2H])([2H])[S]([O])C([2H])([2H])[2H]
O=S(=O)(O)O,[2H]OS(=O)(=O)O[2H]
O=S(Cl)Cl,ClOSCl
O=S(Cl)Cl,[O][S](Cl)Cl
CS(=O)(=O)Cl,[2H]C([2H])([2H])S(=O)(=O)Cl
O=S(=O)(O[Na])O[Na],O=S(=O)([O-])[O-]~[Na+]~[Na+]
CS(=O)(=O)O,CO[SH](=O)=O
O=S1(=O)O[Mg]O1,O=S(=O)([O-])[O-]~[Mg+2]
COS(=O)(=O)OC,[2H]C([2H])([2H])OS(=O)(=O)OC([2H])([2H])[2H]
N#C[S-]~[NH4+],[N-]=C=S~[NH4+]
NC(N)=S,[NH-]C(N)=[SH+]
OCCS,CC(O)S
OCCS,CSCO
NC(N)=S,N=C(N)S
NC(N)=S,N=C(N)S
Cl,[ClH]
Br,[BrH]
O,O~O
